airfoil_id,version_id,point_order,x,y,surface,point_source,is_augmented,original_order,augmentation_method
ag03,1,37,0.557449,0.040365,upper,real,0,37,original_coordinate
ag03,1,38,0.544862,0.041218,upper,real,0,38,original_coordinate
ag03,1,39,0.532277,0.042044,upper,real,0,39,original_coordinate
ag03,1,40,0.519696,0.042844,upper,real,0,40,original_coordinate
ag03,1,41,0.507117,0.043615,upper,real,0,41,original_coordinate
ag03,1,42,0.494542,0.044357,upper,real,0,42,original_coordinate
ag03,1,43,0.48197,0.04507,upper,real,0,43,original_coordinate
ag03,1,44,0.469399,0.045748,upper,real,0,44,original_coordinate
ag03,1,45,0.456832,0.046394,upper,real,0,45,original_coordinate
ag03,1,46,0.444268,0.047005,upper,real,0,46,original_coordinate
ag03,1,47,0.431705,0.047581,upper,real,0,47,original_coordinate
ag03,1,48,0.419146,0.048121,upper,real,0,48,original_coordinate
ag03,1,49,0.40659,0.048623,upper,real,0,49,original_coordinate
ag03,1,50,0.394038,0.049085,upper,real,0,50,original_coordinate
ag03,1,51,0.381491,0.049506,upper,real,0,51,original_coordinate
ag03,1,52,0.368949,0.049886,upper,real,0,52,original_coordinate
ag03,1,53,0.356413,0.050221,upper,real,0,53,original_coordinate
ag03,1,54,0.343886,0.050509,upper,real,0,54,original_coordinate
ag03,1,55,0.331366,0.050751,upper,real,0,55,original_coordinate
ag03,1,56,0.318857,0.05094,upper,real,0,56,original_coordinate
ag03,1,57,0.306358,0.051075,upper,real,0,57,original_coordinate
ag03,1,58,0.293873,0.051154,upper,real,0,58,original_coordinate
ag03,1,59,0.281401,0.051173,upper,real,0,59,original_coordinate
ag03,1,60,0.268946,0.051128,upper,real,0,60,original_coordinate
ag03,1,61,0.256511,0.051015,upper,real,0,61,original_coordinate
ag03,1,62,0.244096,0.05083,upper,real,0,62,original_coordinate
ag03,1,63,0.231706,0.050567,upper,real,0,63,original_coordinate
ag03,1,64,0.219345,0.050221,upper,real,0,64,original_coordinate
ag03,1,65,0.207014,0.049788,upper,real,0,65,original_coordinate
ag03,1,66,0.194722,0.049257,upper,real,0,66,original_coordinate
ag03,1,67,0.182473,0.048624,upper,real,0,67,original_coordinate
ag03,1,68,0.170275,0.047879,upper,real,0,68,original_coordinate
ag03,1,69,0.158135,0.047014,upper,real,0,69,original_coordinate
ag03,1,70,0.146065,0.046016,upper,real,0,70,original_coordinate
ag03,1,71,0.134077,0.044875,upper,real,0,71,original_coordinate
ag03,1,72,0.122188,0.043576,upper,real,0,72,original_coordinate
ag03,1,73,0.110415,0.042107,upper,real,0,73,original_coordinate
ag03,1,74,0.098787,0.040447,upper,real,0,74,original_coordinate
ag03,1,75,0.087333,0.038582,upper,real,0,75,original_coordinate
ag03,1,76,0.076099,0.03649,upper,real,0,76,original_coordinate
ag03,1,77,0.065141,0.034148,upper,real,0,77,original_coordinate
ag03,1,78,0.054543,0.031546,upper,real,0,78,original_coordinate
ag03,1,79,0.044438,0.028679,upper,real,0,79,original_coordinate
ag03,1,80,0.035054,0.02558,upper,real,0,80,original_coordinate
ag03,1,81,0.026726,0.022341,upper,real,0,81,original_coordinate
ag03,1,82,0.019796,0.019132,upper,real,0,82,original_coordinate
ag03,1,83,0.014399,0.016153,upper,real,0,83,original_coordinate
ag03,1,84,0.010376,0.013518,upper,real,0,84,original_coordinate
ag03,1,85,0.00741,0.011228,upper,real,0,85,original_coordinate
ag03,1,86,0.005217,0.009239,upper,real,0,86,original_coordinate
ag03,1,87,0.003584,0.007497,upper,real,0,87,original_coordinate
ag03,1,88,0.002364,0.005957,upper,real,0,88,original_coordinate
ag03,1,89,0.001461,0.004586,upper,real,0,89,original_coordinate
ag03,1,90,0.000804,0.003348,upper,real,0,90,original_coordinate
ag03,1,91,0.000336,0.002171,upper,real,0,91,original_coordinate
ag03,1,92,0.000057,0.001038,upper,real,0,92,original_coordinate
ag03,1,93,0.000003,-0.000144,upper,real,0,93,original_coordinate
ag03,1,94,0.000295,-0.001237,lower,real,0,94,original_coordinate
ag03,1,95,0.001304,-0.002345,lower,real,0,95,original_coordinate
ag03,1,96,0.002832,-0.003392,lower,real,0,96,original_coordinate
ag03,1,97,0.005146,-0.00455,lower,real,0,97,original_coordinate
ag03,1,98,0.008148,-0.0057,lower,real,0,98,original_coordinate
ag03,1,99,0.012068,-0.006869,lower,real,0,99,original_coordinate
ag03,1,100,0.017309,-0.008078,lower,real,0,100,original_coordinate
ag03,1,101,0.024142,-0.009278,lower,real,0,101,original_coordinate
ag03,1,102,0.032772,-0.010396,lower,real,0,102,original_coordinate
ag03,1,103,0.042956,-0.011344,lower,real,0,103,original_coordinate
ag03,1,104,0.05378,-0.012046,lower,real,0,104,original_coordinate
ag03,1,105,0.065071,-0.012544,lower,real,0,105,original_coordinate
ag03,1,106,0.076714,-0.01288,lower,real,0,106,original_coordinate
ag03,1,107,0.0886,-0.013076,lower,real,0,107,original_coordinate
ag03,1,108,0.100661,-0.013162,lower,real,0,108,original_coordinate
ag03,1,109,0.112851,-0.013163,lower,real,0,109,original_coordinate
ag03,1,110,0.125133,-0.013101,lower,real,0,110,original_coordinate
ag03,1,111,0.137483,-0.012991,lower,real,0,111,original_coordinate
ag03,1,112,0.149888,-0.012852,lower,real,0,112,original_coordinate
ag03,1,113,0.162339,-0.012699,lower,real,0,113,original_coordinate
ag03,1,114,0.174831,-0.012533,lower,real,0,114,original_coordinate
ag03,1,115,0.187362,-0.012358,lower,real,0,115,original_coordinate
ag03,1,116,0.199929,-0.012175,lower,real,0,116,original_coordinate
ag03,1,117,0.212527,-0.011993,lower,real,0,117,original_coordinate
ag03,1,118,0.225155,-0.011809,lower,real,0,118,original_coordinate
ag03,1,119,0.237803,-0.011625,lower,real,0,119,original_coordinate
ag03,1,120,0.250473,-0.011441,lower,real,0,120,original_coordinate
ag03,1,121,0.263159,-0.011256,lower,real,0,121,original_coordinate
ag03,1,122,0.275856,-0.011072,lower,real,0,122,original_coordinate
ag03,1,123,0.28856,-0.010887,lower,real,0,123,original_coordinate
ag03,1,124,0.301265,-0.010703,lower,real,0,124,original_coordinate
ag03,1,125,0.313969,-0.010518,lower,real,0,125,original_coordinate
ag03,1,126,0.326666,-0.010333,lower,real,0,126,original_coordinate
ag03,1,127,0.339358,-0.010149,lower,real,0,127,original_coordinate
ag03,1,128,0.352044,-0.009965,lower,real,0,128,original_coordinate
ag03,1,129,0.364727,-0.00978,lower,real,0,129,original_coordinate
ag03,1,130,0.377405,-0.009596,lower,real,0,130,original_coordinate
ag03,1,131,0.390079,-0.009412,lower,real,0,131,original_coordinate
ag03,1,132,0.40275,-0.009228,lower,real,0,132,original_coordinate
ag03,1,133,0.415417,-0.009043,lower,real,0,133,original_coordinate
ag03,1,134,0.428079,-0.00886,lower,real,0,134,original_coordinate
ag03,1,135,0.440739,-0.008676,lower,real,0,135,original_coordinate
ag03,1,136,0.453397,-0.008492,lower,real,0,136,original_coordinate
ag03,1,137,0.466057,-0.008308,lower,real,0,137,original_coordinate
ag03,1,138,0.478721,-0.008123,lower,real,0,138,original_coordinate
ag03,1,139,0.49139,-0.00794,lower,real,0,139,original_coordinate
ag03,1,140,0.50406,-0.007755,lower,real,0,140,original_coordinate
ag03,1,141,0.516731,-0.007571,lower,real,0,141,original_coordinate
ag03,1,142,0.5294,-0.007387,lower,real,0,142,original_coordinate
ag03,1,143,0.542065,-0.007204,lower,real,0,143,original_coordinate
ag03,1,144,0.554732,-0.007019,lower,real,0,144,original_coordinate
ag03,1,145,0.567398,-0.006835,lower,real,0,145,original_coordinate
ag03,1,146,0.580063,-0.006651,lower,real,0,146,original_coordinate
ag03,1,147,0.592727,-0.006467,lower,real,0,147,original_coordinate
ag03,1,148,0.605391,-0.006283,lower,real,0,148,original_coordinate
ag03,1,149,0.618056,-0.006099,lower,real,0,149,original_coordinate
ag03,1,150,0.630721,-0.005915,lower,real,0,150,original_coordinate
ag03,1,151,0.643385,-0.00573,lower,real,0,151,original_coordinate
ag03,1,152,0.656047,-0.005547,lower,real,0,152,original_coordinate
ag03,1,153,0.668712,-0.005363,lower,real,0,153,original_coordinate
ag03,1,154,0.681376,-0.005179,lower,real,0,154,original_coordinate
ag03,1,155,0.694041,-0.004994,lower,real,0,155,original_coordinate
ag03,1,156,0.706707,-0.00481,lower,real,0,156,original_coordinate
ag03,1,157,0.719375,-0.004627,lower,real,0,157,original_coordinate
ag03,1,158,0.732044,-0.004442,lower,real,0,158,original_coordinate
ag03,1,159,0.744714,-0.004258,lower,real,0,159,original_coordinate
ag03,1,160,0.757385,-0.004074,lower,real,0,160,original_coordinate
ag03,1,161,0.770058,-0.00389,lower,real,0,161,original_coordinate
ag03,1,162,0.782733,-0.003706,lower,real,0,162,original_coordinate
ag03,1,163,0.795412,-0.003522,lower,real,0,163,original_coordinate
ag03,1,164,0.808092,-0.003337,lower,real,0,164,original_coordinate
ag03,1,165,0.820775,-0.003154,lower,real,0,165,original_coordinate
ag03,1,166,0.833464,-0.002968,lower,real,0,166,original_coordinate
ag03,1,167,0.846158,-0.002784,lower,real,0,167,original_coordinate
ag03,1,168,0.858858,-0.002599,lower,real,0,168,original_coordinate
ag03,1,169,0.871564,-0.002415,lower,real,0,169,original_coordinate
ag03,1,170,0.884274,-0.00223,lower,real,0,170,original_coordinate
ag03,1,171,0.89698,-0.002045,lower,real,0,171,original_coordinate
ag03,1,172,0.909681,-0.00186,lower,real,0,172,original_coordinate
ag03,1,173,0.922381,-0.001677,lower,real,0,173,original_coordinate
ag03,1,174,0.935082,-0.001492,lower,real,0,174,original_coordinate
ag03,1,175,0.947777,-0.001308,lower,real,0,175,original_coordinate
ag03,1,176,0.960437,-0.001123,lower,real,0,176,original_coordinate
ag03,1,177,0.972932,-0.000942,lower,real,0,177,original_coordinate
ag03,1,178,0.984788,-0.000769,lower,real,0,178,original_coordinate
ag03,1,179,0.994831,-0.000624,lower,real,0,179,original_coordinate
ag03,1,180,1,-0.000548,lower,real,0,180,original_coordinate
ag04,1,1,0.999999,0.00067,upper,real,0,1,original_coordinate
ag04,1,2,0.99487,0.001167,upper,real,0,2,original_coordinate
ag04,1,3,0.984963,0.002107,upper,real,0,3,original_coordinate
ag04,1,4,0.973288,0.003174,upper,real,0,4,original_coordinate
ag04,1,5,0.96091,0.004278,upper,real,0,5,original_coordinate
ag04,1,6,0.948332,0.005403,upper,real,0,6,original_coordinate
ag04,1,7,0.935708,0.006542,upper,real,0,7,original_coordinate
ag04,1,8,0.923068,0.007688,upper,real,0,8,original_coordinate
ag04,1,9,0.910423,0.008838,upper,real,0,9,original_coordinate
ag04,1,10,0.897782,0.009989,upper,real,0,10,original_coordinate
ag04,1,11,0.885148,0.011139,upper,real,0,11,original_coordinate
ag04,1,12,0.872522,0.012283,upper,real,0,12,original_coordinate
ag04,1,13,0.859901,0.01342,upper,real,0,13,original_coordinate
ag04,1,14,0.847283,0.014552,upper,real,0,14,original_coordinate
ag04,1,15,0.834669,0.015674,upper,real,0,15,original_coordinate
ag04,1,16,0.822056,0.016786,upper,real,0,16,original_coordinate
ag04,1,17,0.809443,0.017889,upper,real,0,17,original_coordinate
ag04,1,18,0.796831,0.01898,upper,real,0,18,original_coordinate
ag04,1,19,0.784217,0.020061,upper,real,0,19,original_coordinate
ag04,1,20,0.771601,0.021132,upper,real,0,20,original_coordinate
ag04,1,21,0.758985,0.022192,upper,real,0,21,original_coordinate
ag04,1,22,0.746366,0.023242,upper,real,0,22,original_coordinate
ag04,1,23,0.733743,0.024281,upper,real,0,23,original_coordinate
ag04,1,24,0.72112,0.025311,upper,real,0,24,original_coordinate
ag04,1,25,0.708496,0.026332,upper,real,0,25,original_coordinate
ag04,1,26,0.695872,0.027342,upper,real,0,26,original_coordinate
ag04,1,27,0.683249,0.028342,upper,real,0,27,original_coordinate
ag04,1,28,0.670629,0.02933,upper,real,0,28,original_coordinate
ag04,1,29,0.65801,0.030306,upper,real,0,29,original_coordinate
ag04,1,30,0.645393,0.031267,upper,real,0,30,original_coordinate
ag04,1,31,0.632779,0.032216,upper,real,0,31,original_coordinate
ag04,1,32,0.620167,0.033147,upper,real,0,32,original_coordinate
ag04,1,33,0.607557,0.034064,upper,real,0,33,original_coordinate
ag04,1,34,0.59495,0.034963,upper,real,0,34,original_coordinate
ag04,1,35,0.582346,0.035844,upper,real,0,35,original_coordinate
ag04,1,36,0.569745,0.036705,upper,real,0,36,original_coordinate
ag04,1,37,0.557147,0.037545,upper,real,0,37,original_coordinate
ag04,1,38,0.544551,0.038364,upper,real,0,38,original_coordinate
ag04,1,39,0.531959,0.039158,upper,real,0,39,original_coordinate
ag04,1,40,0.51937,0.039929,upper,real,0,40,original_coordinate
ag04,1,41,0.506783,0.040673,upper,real,0,41,original_coordinate
ag04,1,42,0.4942,0.041391,upper,real,0,42,original_coordinate
ag04,1,43,0.48162,0.042082,upper,real,0,43,original_coordinate
ag04,1,44,0.469042,0.042741,upper,real,0,44,original_coordinate
ag04,1,45,0.456467,0.04337,upper,real,0,45,original_coordinate
ag04,1,46,0.443895,0.043967,upper,real,0,46,original_coordinate
ag04,1,47,0.431325,0.044532,upper,real,0,47,original_coordinate
ag04,1,48,0.418758,0.045062,upper,real,0,48,original_coordinate
ag04,1,49,0.406195,0.045558,upper,real,0,49,original_coordinate
ag04,1,50,0.393636,0.046016,upper,real,0,50,original_coordinate
ag04,1,51,0.381082,0.046436,upper,real,0,51,original_coordinate
ag04,1,52,0.368533,0.046816,upper,real,0,52,original_coordinate
ag04,1,53,0.35599,0.047155,upper,real,0,53,original_coordinate
ag04,1,54,0.343456,0.047449,upper,real,0,54,original_coordinate
ag04,1,55,0.330929,0.047699,upper,real,0,55,original_coordinate
ag04,1,56,0.318413,0.047899,upper,real,0,56,original_coordinate
ag04,1,57,0.305908,0.048048,upper,real,0,57,original_coordinate
ag04,1,58,0.293416,0.048143,upper,real,0,58,original_coordinate
ag04,1,59,0.280938,0.04818,upper,real,0,59,original_coordinate
ag04,1,60,0.268477,0.048156,upper,real,0,60,original_coordinate
ag04,1,61,0.256036,0.048067,upper,real,0,61,original_coordinate
ag04,1,62,0.243615,0.047906,upper,real,0,62,original_coordinate
ag04,1,63,0.231219,0.047672,upper,real,0,63,original_coordinate
ag04,1,64,0.218852,0.047357,upper,real,0,64,original_coordinate
ag04,1,65,0.206516,0.046956,upper,real,0,65,original_coordinate
ag04,1,66,0.194219,0.04646,upper,real,0,66,original_coordinate
ag04,1,67,0.181965,0.045864,upper,real,0,67,original_coordinate
ag04,1,68,0.169762,0.045159,upper,real,0,68,original_coordinate
ag04,1,69,0.157618,0.044335,upper,real,0,69,original_coordinate
ag04,1,70,0.145544,0.043381,upper,real,0,70,original_coordinate
ag04,1,71,0.133552,0.042286,upper,real,0,71,original_coordinate
ag04,1,72,0.121659,0.041034,upper,real,0,72,original_coordinate
ag04,1,73,0.109883,0.039614,upper,real,0,73,original_coordinate
ag04,1,74,0.098252,0.038005,upper,real,0,74,original_coordinate
ag04,1,75,0.086796,0.036191,upper,real,0,75,original_coordinate
ag04,1,76,0.075561,0.034151,upper,real,0,76,original_coordinate
ag04,1,77,0.064602,0.031864,upper,real,0,77,original_coordinate
ag04,1,78,0.054003,0.029317,upper,real,0,78,original_coordinate
ag04,1,79,0.043899,0.026506,upper,real,0,79,original_coordinate
ag04,1,80,0.034516,0.023466,upper,real,0,80,original_coordinate
ag04,1,81,0.026187,0.020297,upper,real,0,81,original_coordinate
ag04,1,82,0.01925,0.017178,upper,real,0,82,original_coordinate
ag04,1,83,0.013839,0.0143,upper,real,0,83,original_coordinate
ag04,1,84,0.009798,0.011763,upper,real,0,84,original_coordinate
ag04,1,85,0.006815,0.009556,upper,real,0,85,original_coordinate
ag04,1,86,0.004604,0.007625,upper,real,0,86,original_coordinate
ag04,1,87,0.002958,0.005908,upper,real,0,87,original_coordinate
ag04,1,88,0.001739,0.004355,upper,real,0,88,original_coordinate
ag04,1,89,0.000861,0.002932,upper,real,0,89,original_coordinate
ag04,1,90,0.000285,0.001613,upper,real,0,90,original_coordinate
ag04,1,91,0.000018,0.000382,upper,real,0,91,original_coordinate
ag04,1,92,0.000085,-0.000805,lower,real,0,92,original_coordinate
ag04,1,93,0.000554,-0.001985,lower,real,0,93,original_coordinate
ag04,1,94,0.001456,-0.003123,lower,real,0,94,original_coordinate
ag04,1,95,0.002756,-0.004215,lower,real,0,95,original_coordinate
ag04,1,96,0.004455,-0.005308,lower,real,0,96,original_coordinate
ag04,1,97,0.006633,-0.006445,lower,real,0,97,original_coordinate
ag04,1,98,0.009447,-0.007655,lower,real,0,98,original_coordinate
ag04,1,99,0.013152,-0.008964,lower,real,0,99,original_coordinate
ag04,1,100,0.018112,-0.010393,lower,real,0,100,original_coordinate
ag04,1,101,0.024689,-0.011906,lower,real,0,101,original_coordinate
ag04,1,102,0.032994,-0.013392,lower,real,0,102,original_coordinate
ag04,1,103,0.042729,-0.014711,lower,real,0,103,original_coordinate
ag04,1,104,0.053413,-0.015788,lower,real,0,104,original_coordinate
ag04,1,105,0.064674,-0.016627,lower,real,0,105,original_coordinate
ag04,1,106,0.076299,-0.017257,lower,real,0,106,original_coordinate
ag04,1,107,0.088178,-0.017709,lower,real,0,107,original_coordinate
ag04,1,108,0.100238,-0.018017,lower,real,0,108,original_coordinate
ag04,1,109,0.11243,-0.018202,lower,real,0,109,original_coordinate
ag04,1,110,0.124717,-0.018284,lower,real,0,110,original_coordinate
ag04,1,111,0.137072,-0.018277,lower,real,0,111,original_coordinate
ag04,1,112,0.149484,-0.018198,lower,real,0,112,original_coordinate
ag04,1,113,0.161943,-0.018058,lower,real,0,113,original_coordinate
ag04,1,114,0.174443,-0.017866,lower,real,0,114,original_coordinate
ag04,1,115,0.186982,-0.01763,lower,real,0,115,original_coordinate
ag04,1,116,0.199555,-0.017356,lower,real,0,116,original_coordinate
ag04,1,117,0.21216,-0.01705,lower,real,0,117,original_coordinate
ag04,1,118,0.224791,-0.016716,lower,real,0,118,original_coordinate
ag04,1,119,0.237445,-0.016358,lower,real,0,119,original_coordinate
ag04,1,120,0.250118,-0.015977,lower,real,0,120,original_coordinate
ag04,1,121,0.262807,-0.015581,lower,real,0,121,original_coordinate
ag04,1,122,0.275506,-0.015166,lower,real,0,122,original_coordinate
ag04,1,123,0.288211,-0.014738,lower,real,0,123,original_coordinate
ag04,1,124,0.300918,-0.014299,lower,real,0,124,original_coordinate
ag04,1,125,0.313621,-0.013852,lower,real,0,125,original_coordinate
ag04,1,126,0.326319,-0.013398,lower,real,0,126,original_coordinate
ag04,1,127,0.33901,-0.012941,lower,real,0,127,original_coordinate
ag04,1,128,0.351696,-0.012481,lower,real,0,128,original_coordinate
ag04,1,129,0.364379,-0.012021,lower,real,0,129,original_coordinate
ag04,1,130,0.377057,-0.011562,lower,real,0,130,original_coordinate
ag04,1,131,0.389731,-0.011106,lower,real,0,131,original_coordinate
ag04,1,132,0.402402,-0.010652,lower,real,0,132,original_coordinate
ag04,1,133,0.415069,-0.010206,lower,real,0,133,original_coordinate
ag04,1,134,0.427732,-0.009763,lower,real,0,134,original_coordinate
ag04,1,135,0.440393,-0.009328,lower,real,0,135,original_coordinate
ag04,1,136,0.453052,-0.008901,lower,real,0,136,original_coordinate
ag04,1,137,0.465714,-0.008484,lower,real,0,137,original_coordinate
ag04,1,138,0.478381,-0.008076,lower,real,0,138,original_coordinate
ag04,1,139,0.491052,-0.007677,lower,real,0,139,original_coordinate
ag04,1,140,0.503725,-0.00729,lower,real,0,140,original_coordinate
ag04,1,141,0.516399,-0.006917,lower,real,0,141,original_coordinate
ag04,1,142,0.529072,-0.006554,lower,real,0,142,original_coordinate
ag04,1,143,0.541743,-0.006205,lower,real,0,143,original_coordinate
ag04,1,144,0.554416,-0.005866,lower,real,0,144,original_coordinate
ag04,1,145,0.567087,-0.00554,lower,real,0,145,original_coordinate
ag04,1,146,0.579758,-0.005227,lower,real,0,146,original_coordinate
ag04,1,147,0.592428,-0.00493,lower,real,0,147,original_coordinate
ag04,1,148,0.605099,-0.004643,lower,real,0,148,original_coordinate
ag04,1,149,0.617771,-0.004371,lower,real,0,149,original_coordinate
ag04,1,150,0.630444,-0.004115,lower,real,0,150,original_coordinate
ag04,1,151,0.643115,-0.00387,lower,real,0,151,original_coordinate
ag04,1,152,0.655786,-0.003641,lower,real,0,152,original_coordinate
ag04,1,153,0.668459,-0.003428,lower,real,0,153,original_coordinate
ag04,1,154,0.681132,-0.003228,lower,real,0,154,original_coordinate
ag04,1,155,0.693806,-0.003044,lower,real,0,155,original_coordinate
ag04,1,156,0.706482,-0.002875,lower,real,0,156,original_coordinate
ag04,1,157,0.71916,-0.00272,lower,real,0,157,original_coordinate
ag04,1,158,0.731838,-0.002579,lower,real,0,158,original_coordinate
ag04,1,159,0.744517,-0.002449,lower,real,0,159,original_coordinate
ag04,1,160,0.757198,-0.002333,lower,real,0,160,original_coordinate
ag04,1,161,0.769881,-0.002225,lower,real,0,161,original_coordinate
ag04,1,162,0.782566,-0.002127,lower,real,0,162,original_coordinate
ag04,1,163,0.795254,-0.002035,lower,real,0,163,original_coordinate
ag04,1,164,0.807944,-0.001951,lower,real,0,164,original_coordinate
ag04,1,165,0.820638,-0.001872,lower,real,0,165,original_coordinate
ag04,1,166,0.833336,-0.001792,lower,real,0,166,original_coordinate
ag04,1,167,0.84604,-0.001721,lower,real,0,167,original_coordinate
ag04,1,168,0.85875,-0.001652,lower,real,0,168,original_coordinate
ag04,1,169,0.871466,-0.001585,lower,real,0,169,original_coordinate
ag04,1,170,0.884186,-0.001519,lower,real,0,170,original_coordinate
ag04,1,171,0.896901,-0.001451,lower,real,0,171,original_coordinate
ag04,1,172,0.909612,-0.001377,lower,real,0,172,original_coordinate
ag04,1,173,0.922323,-0.001294,lower,real,0,173,original_coordinate
ag04,1,174,0.935033,-0.001202,lower,real,0,174,original_coordinate
ag04,1,175,0.947738,-0.001104,lower,real,0,175,original_coordinate
ag04,1,176,0.960407,-0.00101,lower,real,0,176,original_coordinate
ag04,1,177,0.972913,-0.000907,lower,real,0,177,original_coordinate
ag04,1,178,0.984778,-0.000805,lower,real,0,178,original_coordinate
ag04,1,179,0.994829,-0.000713,lower,real,0,179,original_coordinate
ag04,1,180,1.000001,-0.00067,lower,real,0,180,original_coordinate
ag08,1,1,0.999995,0.000806,upper,real,0,1,original_coordinate
ag08,1,2,0.995523,0.001246,upper,real,0,2,original_coordinate
ag08,1,3,0.986211,0.002157,upper,real,0,3,original_coordinate
ag08,1,4,0.974697,0.003274,upper,real,0,4,original_coordinate
ag08,1,5,0.962305,0.004464,upper,real,0,5,original_coordinate
ag08,1,6,0.949501,0.005676,upper,real,0,6,original_coordinate
ag08,1,7,0.936651,0.00688,upper,real,0,7,original_coordinate
ag08,1,8,0.92378,0.008068,upper,real,0,8,original_coordinate
ag08,1,9,0.910885,0.009241,upper,real,0,9,original_coordinate
ag08,1,10,0.897997,0.010399,upper,real,0,10,original_coordinate
ag08,1,11,0.885107,0.011541,upper,real,0,11,original_coordinate
ag08,1,12,0.872208,0.012668,upper,real,0,12,original_coordinate
ag08,1,13,0.859309,0.013781,upper,real,0,13,original_coordinate
ag08,1,14,0.846401,0.014881,upper,real,0,14,original_coordinate
ag08,1,15,0.833498,0.015965,upper,real,0,15,original_coordinate
ag08,1,16,0.820589,0.017036,upper,real,0,16,original_coordinate
ag08,1,17,0.807673,0.018096,upper,real,0,17,original_coordinate
ag08,1,18,0.794763,0.019141,upper,real,0,18,original_coordinate
ag08,1,19,0.781843,0.020174,upper,real,0,19,original_coordinate
ag08,1,20,0.768925,0.021194,upper,real,0,20,original_coordinate
ag08,1,21,0.756016,0.0222,upper,real,0,21,original_coordinate
ag08,1,22,0.743098,0.023193,upper,real,0,22,original_coordinate
ag08,1,23,0.730173,0.024173,upper,real,0,23,original_coordinate
ag08,1,24,0.717267,0.025138,upper,real,0,24,original_coordinate
ag08,1,25,0.704348,0.026088,upper,real,0,25,original_coordinate
ag08,1,26,0.691426,0.027027,upper,real,0,26,original_coordinate
ag08,1,27,0.678518,0.027948,upper,real,0,27,original_coordinate
ag08,1,28,0.665598,0.028855,upper,real,0,28,original_coordinate
ag08,1,29,0.652686,0.029746,upper,real,0,29,original_coordinate
ag08,1,30,0.639778,0.030622,upper,real,0,30,original_coordinate
ag08,1,31,0.626867,0.03148,upper,real,0,31,original_coordinate
ag08,1,32,0.613959,0.03232,upper,real,0,32,original_coordinate
ag08,1,33,0.601057,0.033143,upper,real,0,33,original_coordinate
ag08,1,34,0.588151,0.033947,upper,real,0,34,original_coordinate
ag08,1,35,0.575254,0.034731,upper,real,0,35,original_coordinate
ag08,1,36,0.562357,0.035493,upper,real,0,36,original_coordinate
ag08,1,37,0.549457,0.036236,upper,real,0,37,original_coordinate
ag08,1,38,0.536569,0.036958,upper,real,0,38,original_coordinate
ag08,1,39,0.523678,0.037655,upper,real,0,39,original_coordinate
ag08,1,40,0.510793,0.038329,upper,real,0,40,original_coordinate
ag08,1,41,0.497907,0.038978,upper,real,0,41,original_coordinate
ag08,1,42,0.485015,0.039606,upper,real,0,42,original_coordinate
ag08,1,43,0.47214,0.040207,upper,real,0,43,original_coordinate
ag08,1,44,0.459256,0.040782,upper,real,0,44,original_coordinate
